"Region","Wdid","Status","Last.Updated.On","CS.Type","SSOq.Population.Served","SSOq.Annual.O.M.Budget","SSOq.Annual.Cap.Exp.Budget","SSOq.Entry.Individuals","SSOq.Journey.Individuals","SSOq.Super.Individuals","SSOq.Manage.Individuals","SSOq.Grade.I.Maint","SSOq.Grade.I.Plant","SSOq.Grade.II.Maint","SSOq.Grade.II.Ei","SSOq.Grade.II.Mechanical","SSOq.Grade.III.Maint","SSOq.Grade.III.Ei","SSOq.Grade.III.Mechanical","SSOq.Grade.IV.Maint","SSOq.Grade.IV.Ei","SSOq.Grade.IV.Mechanical","SSOQ_CSU_I","SSOQ_CSU_II","SSOQ_PIPE_6_GRAVITY","SSOQ_PIPE_6_FORCE","SSOQ_PIPE_8_GRAVITY","SSOQ_PIPE_8_FORCE","SSOQ_PIPE_9_18_GRAVITY","SSOQ_PIPE_9_18_FORCE","SSOQ_PIPE_19_36_GRAVITY","SSOQ_PIPE_19_36_FORCE","SSOQ_PIPE_36_GRAVITY","SSOQ_PIPE_36_FORCE","SSOQ_PIPE_UNKNOWN_GRAVITY","SSOQ_PIPE_UNKNOWN_FORCE","SSOQ_PIPE_TOTAL_GRAVITY","SSOQ_PIPE_TOTAL_FORCE","SSOQ_MILES_OF_FORCE_MAIN","SSOQ_MILES_OF_GRAVITY_SEWER","SSOQ_MILES_OF_LATERALS","SSOQ_PORTION_OF_LTERL_RESPSBLE","SSOQ_MILES_OF_LTERL_RESPSBLE","SSOQ_NO_SERVICE_LATERAL","SSOQ_UNKNOWN_GRAVITY","SSOQ_UNKNOWN_OVER","SSOQ_UNKNOWN_UNDER","SSOQ_CONSTRUCTED_BEFORE_1900","SSOQ_BEFORE_1900_OVER","SSOQ_BEFORE_1900_UNDER","SSOQ_CONSTRUCTED_1900_1919","SSOQ_1900_1919_OVER","SSOQ_1900_1919_UNDER","SSOQ_CONSTRUCTED_1920_1939","SSOQ_1920_1939_OVER","SSOQ_1920_1939_UNDER","SSOQ_CONSTRUCTED_1940_1959","SSOQ_1940_1959_OVER","SSOQ_1940_1959_UNDER","SSOQ_CONSTRUCTED_1960_1979","SSOQ_1960_1979_OVER","SSOQ_1960_1979_UNDER","SSOQ_CONSTRUCTED_1980_1999","SSOQ_1980_1999_OVER","SSOQ_1980_1999_UNDER","SSOQ_CONSTRUCTED_2000_CURRENT","SSOQ_AFTER_2000_OVER","SSOQ_AFTER_2000_UNDER","SSOQ_TOTAL_GRAVITY","SSOQ_TOTAL_OVER","SSOQ_TOTAL_UNDER","SSOQ_INACCESSIBLE_SEWER_MILES","SSOQ_SEWER_CLEAN_PRODUCTION","SSOQ_GRAVITY_SEWER_INSPECTION","SSOQ_SSF_AVERAGE_DRY","SSOQ_SSF_PEAK_WET","SSOQ_TO_TYPE_1","SSOQ_TO_NAME_1","SSOQ_TO_WDID_1","SSOQ_26_COUNT","SSOQ_TRIBUTARY_SSS","SSOQ_TRIBUTARY_1","SSOQ_TRIBUTARY_NAME_1","SSOQ_TRIBUTARY_WDID_1","SSOQ_27B_COUNT","SSOQ_GRAVITY_AERIAL_CROSS","SSOQ_FORCE_AERIAL_CROSS","SSOQ_SIPHONS_CONVEY_SEWAGE","X"
"6V","6SSO11379","Active","05/23/2023","Municipal (Public)","14,268","1,851,196","1,180,925","0",8,"2","1","5","0","2","0","0","1","0","0","0","0","0",1,1,"0","2","0","0","0","0","0","0","0","0","100","98",100,100,"0.5","35.6","15","none","0","3856","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","2","0","0","0","0","10","1",0,100,3,0,"5","2.89","10.6",".4",".6","WWTP other agency","VVWRA","0",1,"No"," "," "," ",0,0,2,0,NA
"6V","6SSO11380","Historical","06/15/2022","Municipal (Public)","3,931","1,025,850","0","1",10,"2","1","7","0","2","0","0","1","0","0","1","0","0",1,1,"0","100","0","0","0","0","0","0","0","0","100","0",100,100,"1","35","17","none","0","1222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","3","1","0","0","0","0","0",0,100,3,1,"8","0","0",".2",".3","WWTP other agency","Running Springs","0",1,"No"," "," "," ",0,1,0,0,NA
"6V","6SSO11393","Active","07/15/2022","Municipal (Public)","214,644","567,865.55","500,000","3",34,"4","2","0","0","0","0","0","0","0","0","0","0","0",0,0,"0","0","2","0","52","0","28","0","18","0","0","0",100,0,"0.0","75.3","0","none","0","339","0","0","0","0","0","0","0","0","0","0","0","0","33","0","0","8","0","0","40","0","0","19","0",0,100,0,0,"0.0","41.9","13.5","12.9","30.9","WWTP same agency","Lancaster WRP","6B190107017",2,"Yes","No","Lancaster","6SSO11136",3,2,0,0,NA
"6V","6SSO11399","Active","07/15/2022","Municipal (Public)","138,119","448,889.36","1,400,000","3",34,"4","2","0","0","0","0","0","0","0","0","0","0","0",0,0,"0","0","2","0","59","0","27","0","12","0","0","0",100,0,"0.0","48.5","0","none","0","183","0","0","0","0","0","0","0","0","0","0","0","0","38","0","0","23","0","0","19","0","0","20","0",0,100,0,0,"0.0","17","10.6","8.3","19.9","WWTP same agency","Palmdale WRP","6B190107069",1,"Yes","No","Palmdale","6SSO11137",2,0,0,0,NA
"6V","6SSO11416","Historical","07/23/2007"," ","6,000","700,000","500,000","1",6,"1","1","0"," ","0"," "," ","0"," "," ","0"," "," ",NA,NA," "," "," "," "," "," "," "," "," "," "," "," ",NA,NA,"3","85","17","upperLower","17","31"," "," "," ","0"," "," ","0"," "," ","0"," "," ","55"," "," ","15"," "," ","25"," "," ","5"," ",NA,NA,NA,NA,"5","0","10"," "," "," "," "," ",0," "," "," "," ",0,NA,NA,NA,NA
"6V","6SSO11425","Active","04/24/2023","Municipal (Public)","98,312","17,531,791","742,777","3",14,"1","1","3","0","4","0","0","3","0","0","0","0","0",2,1,"1","6","75","92","18","2","6","0","0","0","0","0",100,100,"1.2","454","238","lower","238","30247","12","0","0","0","0","0","0","0","0","0","0","0","3","0","0","15","0","5","42","0","1","28","0",2,100,0,8,"2","164","24","9.107","12.102","WWTP other agency","VVWRA","6B360109001",2,"No"," "," "," ",0,0,1,1,NA
"6V","6SSO11427","Active","06/07/2023","Municipal (Public)","21,098","6,952,613","5,984,200","1",4,"1","2","1","0","1","0","0","1","0","0","2","0","0",0,0,"1","100","62","0","36","0","1","0","0","0","0","0",100,100,"1","134","70","lower","60","5864","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","0","1","40","0",0,100,0,1,"0","20","15","2.2","2.3","WWTP other agency","Victor Valley Wastewater Reclamation Authority","6B360109001",1,"Yes","No","County of San Bernardino-Oak Hills","6SSO11377",1,5,0,1,NA
"6V","6SSO11489","Active","12/21/2022","Municipal (Public)","22,500","3,904,750","5,300,000","3",3,"2","0","1","0","4","0","0","0","0","0","0","0","0",0,0,"8","31","71","1","19","68","2","0","0","0","0","0",100,100,"6.3","145","130","none","0","9429","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53","3","3","47","0",1,100,3,4,"0.5","56.64","15.17","2","2","WWTP other agency","Victor Valley Wastewater Reclamation Authority","6B360109001",1,"No"," "," "," ",0,0,0,0,NA
"6V","6SSO11493","Active","09/06/2022","Municipal (Public)","1,396","502,511","123,370","2",0,"1","1","0","0","0","0","0","1","0","0","0","0","0",0,0,"0","0","100","100","0","0","0","0","0","0","0","0",100,100,"1","12.5","1","none","0","923","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","1","0","0","0","0","0","0",0,100,1,0,"0","3.1","3.1",".059",".096","WWTP other agency","Running Springs Water District","8 360113001",1,"No"," "," "," ",0,0,0,1,NA
"6V","6SSO11506","Active","09/09/2022","Municipal (Public)","7,500","415,000","42,000","1",1,"0","1","0","0","0","0","0","0","0","0","0","0","0",1,0,"0","0","25","50","59","50","16","0","0","0","0","0",100,100,"3","28","8.5","lower","4.5","2792","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95","0","0","0","3","0","5","0",1,100,3,1,"1","5","3.0",".422","1.2","WWTP same agency","Helendale WWTP","6B361111001",1,"No"," "," "," ",0,1,0,0,NA
"6T","6SSO11517","Active","10/11/2022","Landfill","0","10,300","0","0",2.79,"0.44","0.15","1.91","0","0.05","0","0","0.29","0.15","0.15","0","0","0",0.29,0,"92","100","8","0","0","0","0","0","0","0","0","0",100,100,"1.3","0.29","0.1","upperLower","0.1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","72","0","0","28","0",1,100,0,1,"0","0","0","0.01","0.037","SSS other agency","Tahoe Truckee Sanitation Agency","6A290011000",1,"No"," "," "," ",0,0,0,0,NA
"6V","6SSO11523","Active","01/16/2023","Park (w/Campground)","278,288","35,000","750,000","2",1,"1","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"90","100","10","0","0","0","0","0","0","0","0","0",100,100,"2.5","4.5","4","upperLower","4","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0",0,100,0,0,"0.5","1","1","10,000","5,000","WWTP other agency","Crestline Santation","6B360106001",1,"No","No"," "," ",5,1,2,6,NA
"6T","6SSO11538","Active","05/25/2016","Municipal (Public)","2,000","97,790","0","0",1,"0","1","1","0","0","0","0","0","0","0","0","0","0",0,0,"80","0","20","0","0","0","0","0","0","0","0","0",100,0,"6","19","6","lower","1","644","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0",0,100,0,0,"0","0","0","11,000","13,000","SSS same agency","Spalding Community Services District","6SSO11538",1,"No"," "," "," ",0,1,0,4,NA
"6V","6SSO14497","Active","04/18/2023","Municipal (Public)","28,973","1,196,250","8,770,000","2",36,"1","1","4","0","0","0","0","0","0","0","0","0","0",4,0,"6","0","73","0","13","0","8","0","0","0","0","0",100,0,"0","125","35","none","0","10197","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","30","0","0","50","0","0","10","0",0,100,0,0,"0","16.69","0","2.25","2.75","WWTP same agency","City of Ridgecrest","6B150116001",1,"No"," "," "," ",0,0,0,0,NA
"6T","6SSO18093","Active","02/14/2023","Park (w/Campground)","1,000","5,000","5,000","2",3,"1","0","0","0","0","0","0","0","0","0","0","0","0",0,0,"100","100","0","0","0","0","0","0","0","0","0","0",100,100,"1.2","0.5","0.2","upperLower","0.2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95","0","0","0","0","0","5","0",4,100,0,4,"0.1","0.5","0.5","0.01","0.010","SSS other agency","South Tahoe Public Utilities District","Unknown",2,"No"," "," "," ",0,0,0,0,NA
"6T","6SSO18094","Active","02/14/2023","Park (w/Campground)","1,000","5,000","5,000","2",3,"1","0","0","0","0","0","0","0","0","0","0","0","0",0,0,"90","100","10","0","0","0","0","0","0","0","0","0",100,100,"0.4","2.7","0.2","upperLower","0.2","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95","0","0","0","0","0","5","0",2,100,0,2,"0.5","2.7","2.7","0.005","0.005","SSS other agency","Tahoe City Public Utilities District","Unknown",2,"No"," "," "," ",0,0,0,0,NA
"6T","6SSO18095","Active","02/14/2023","Park (w/Campground)","1,000","5,000","5,000","2",3,"1","0","0","0","0","0","0","0","0","0","0","0","0",0,0,"75","0","25","0","0","0","0","0","0","0","0","0",100,0,"0","2.0","0.5","upperLower","0.5","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95","0","0","0","0","0","5","0",4,100,0,4,"0.5","2.0","2.0","0.015","0.015","SSS other agency","Tahoe City PUD","Unknown",2,"No"," "," "," ",0,0,0,0,NA
"6V","6SSO18103","Active","05/23/2023","Municipal (Public)","100","1,000,000","0","0",8,"2","1","5","0","2","0","0","1","0","0","0","0","0",1,1,"0","0","0","0","0","0","0","0","0","0","100","100",100,100,"0","1.8","0","none","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","80","0","0","8","0","0","2","0",0,100,0,0,"0.5","0","0.57","0","0","WWTP same agency","Septic Tank","6SSO18103",1,"No"," "," "," ",0,0,0,0,NA
"6V","6SSO18104","Active","05/23/2023","Municipal (Public)","0","1,000,000","0","0",8,"2","1","5","0","2","0","0","1","0","0","0","0","0",1,1,"0","0","0","0","0","0","0","0","0","0","100","100",100,100,"0","2.4","0","none","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","80","0","0","8","0","0","2","0",0,100,0,0,"0","0.33","0","0","0","WWTP other agency","VVWRA","unknown",1,"No"," "," "," ",0,0,0,0,NA
"6V","6SSO18105","Active","05/23/2023","Municipal (Public)","0","1,000,000","0","0",8,"2","1","5","0","2","0","0","1","0","0","0","0","0",1,1,"0","0","0","0","0","0","0","0","0","0","100","100",100,100,"0","1.4","0","none","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","80","0","0","8","0","0","2","0",0,100,0,0,"0","0","0.55","0","0","WWTP same agency","Septic Tank","6SSO18105",1,"No"," "," "," ",0,0,0,0,NA
"6T","6SSO18106","Active","05/30/2023","Municipal (Public)","2,400","924,500","75,000","1",0,"1","1","1","0","0","0","0","0","0","0","0","0","0",1,0,"10","0","10","0","74","0","6","0","0","0","0","0",100,0,"0","5.71","2.0","lower","1.0","277","0","0","0","0","0","0","0","0","0","0","0","0","22","0","0","21","0","0","0","0","0","57","0",0,100,0,0,"0","0.","0",".285",".3","WWTP same agency","Herlong Public Utility District","6A180208004",1,"No"," "," "," ",0,0,0,0,NA
"7","7SSO10506","Active","07/27/2022","Municipal (Public)","32,620","6,766,000","781,000","1",4,"2","1","1","0","5","0","0","0","0","0","1","0","0",6,5,"0","0","79","0","17","0","4","0","0","0","0","0",100,0,"1.2","120","62.19","none","0","7981","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43","0","0","12","0","0","45","1",0,100,1,0,"0","62.5","4.2","1.94","2.27","WWTP same agency","Alan L. Horton","7A330109012",1,"No"," "," "," ",0,0,0,0,NA
"7","7SSO10507","Historical","01/12/2023","Municipal (Public)","6,026,885","1,280,000","764,000","1",1,"1","2","7","0","1","0","0","0","0","0","1","0","0",0,0,"06","87","75","0","16","13","3","0","0","0","0","0",100,100,"1.6","121","175","none","0","10867","0","0","0","0","0","0","0","0","0","17","0","0","26","0","0","22","0","0","17","2","2","18","0",0,100,2,2,"1","82","17","2.0","4.2","WWTP same agency","City of Banning - WWTP","7A330100015",1,"No"," "," "," ",0,0,0,1,NA
"7","7SSO10508","Active","03/21/2023","Municipal (Public)","0","25,000","0","1",3,"1","1","1","0","0","0","0","0","0","0","0","0","0",0,0,"65","0","35","0","0","0","0","0","0","0","0","0",100,0,"0","2.8","0","none","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0",0,100,0,0,"0","1","1",".014",".014","WWTP same agency","RIVERSIDE COUNTY AREA 122","7B330118011",1,"No"," "," "," ",0,0,0,0,NA
"7","7SSO10509","Active","03/07/2023","Municipal (Public)","12,155","3,875,700","0","0",8,"2","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"2","1","64","0","28","0","6","0","0","0","0","0",100,100,"14.1","44.8","0","none","0","3200","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","45","0","0","20","0","0","20","0",0,100,2,19,"0","25","0","1.1","3.6","WWTP same agency","Blythe Regional Wastewater Reclamtion Facilities","7SSO10509",1,"No"," "," "," ",0,3,1,1,NA
"7","7SSO10511","Historical","","","","","","",NA,"","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","",0,"","","","",0,NA,NA,NA,NA
"7","7SSO10512","Historical","","","","","","",NA,"","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","",0,"","","","",0,NA,NA,NA,NA
"7","7SSO10513","Historical","05/22/2023","Municipal (Public)","833","124,000","500,000","1",1,"1","1","0","0","1","0","0","1","0","0","0","0","0",0,0,"0","0","40","0","60","100","0","0","0","0","0","0",100,100,"2.8","12.5","5.4","lower","1.6","279","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85","0","0","15","1",0,100,1,0,"0.3","0","0","51,607","363,847","WWTP same agency","Rams Hill WWTP","7SSO10513",1,"No"," "," "," ",0,0,0,0,NA
"7","7SSO10514","Active","02/18/2023","Municipal (Public)","26,928","4,102,389","508,800","2",12,"3","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"3","28","59","0","28","72","9","0","0","0","1","0",100,100,"2","77","70","none","0","5532","0","0","0","0","0","0","0","0","0","10","0","0","35","0","0","35","1","0","10","1","0","10","0",1,100,2,1,"0","10","12","3.6","16","WWTP same agency","City of Brawley","7SSO10514",1,"No"," "," "," ",0,0,0,0,NA
"7","7SSO10515","Active","06/01/2023","Municipal (Public)","40,000","726,430","5,890,560","0",5,"1","0","1","1","3","0","0","1","0","0","0","0","0",0,0,"0","0","0","0","0","0","0","0","0","0","0","0",100,100,"4.5","73.1","75.9","none","0","8560","0","0","0","0","0","0","14","0","0","0","0","0","4","0","0","22","0","0","37","0","0","23","0",0,100,0,0,"0","20","1","2.148","2.414","WWTP same agency","Calexico Wasterwater Plant","7A130101011",1,"No"," "," "," ",0,0,0,0,NA
"7","7SSO10516","Active","04/26/2023","Municipal (Public)","10,000","600,000","50,000","0",3,"1","1","2","0","0","0","0","1","0","0","0","0","0",1,0,"20","05","60","10","20","0","0","0","0","0","0","0",100,0,"2","1","0","lower","0","500","0","0","0","0","0","0","0","0","0","10","0","0","30","0","0","30","0","0","20","0","0","10","0",0,100,0,0,"0","1.0","0","0.645","1.046","WWTP same agency","Calipatria Wastwater Treatment Plant","7SSO10516",1,"No"," "," "," ",0,0,0,0,NA
"7","7SSO10519","Active","04/20/2023","Municipal (Public)","21,017","1,220,500","1,101,000","2",3,"1","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"4","80","80","00","9","20","7","0","0","0","0","0",100,100,"6.5","43","0","none","0","6011","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","3","64","0",13,100,0,16,"0","7","0.3","1.3","2","WWTP same agency","City of Imperial WWTP","7SSO10519",1,"No"," "," "," ",0,0,7,1,NA
"7","7SSO10520","Active","03/14/2023","Municipal (Public)","45,407","3,553,000","11,286,000","0",5,"2","1","1","0","2","1","0","0","0","0","2","0","0",2,0,"3","0","59","0","29","0","7","0","2","0","0","0",100,0,"1.5","90","36","lower","28","8000","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","30","0","0","30","0","0","37","0",0,100,0,0,"20","55.51","3.09","2.88","2.88","WWTP same agency","Coachella Sanitary District CSD","7A330104012",1,"No"," "," "," ",0,0,0,0,NA
"7","7SSO10523","Active","07/27/2022","Municipal (Public)","1,710","588,000","156,000","1",4,"2","1","1","0","5","0","0","0","0","0","1","0","0",6,5,"5","0","95","0","0","0","0","0","0","0","0","0",100,0,"0","5.1","2.4","none","0","682","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","0","0","20","0","0","0","0",0,100,0,0,"0","5.1","0.25","0.043","0.075","WWTP same agency","Desert Crest WWTP","7A330109021",1,"No"," "," "," ",0,0,0,0,NA
"7","7SSO10524","Historical","09/11/2020","Municipal (Public)","982","1,476,085","121,489","3",4,"1","1","0","2","0","0","1","0","0","0","0","0","0",4,1,"85","30","10","70","5","0","0","0","0","0","0","0",100,100,"4","60","2.6","none","0","939","0","0","0","0","0","0","0","0","0","0","0","0","0","00","0","100","1","4","0","0","0","0","0",0,100,1,4,"35","6","1.5",".1",".135","WWTP same agency","Desert Shores WWTP","7A130110031",1,"No"," "," "," ",0,0,0,5,NA
"7","7SSO10525","Active","05/02/2023","Municipal (Public)","44,311","469,620","500,000","0",2,"1","1","2","0","1","0","0","0","0","0","0","0","0",0,0,"0","50","60","0","35","0","5","50","0","0","0","0",100,100,"2","120","150","lower","75","10000","0","0","0","0","0","0","20","0","0","20","1","0","25","0","0","20","2","2","10","0","2","5","11",4,100,14,8,"1","30","1","3.5","5.0","WWTP same agency","El Centro WWTP","7A130103011",1,"No"," "," "," ",0,0,0,0,NA
"7","7SSO10526","Historical","04/29/2021","Municipal (Public)","2,500","328,500","60,000","0",5,"1","2","N/A","N/A","1","N/A","N/a","0","N/A","N/A","0","N/A","N/A",0,0,"8","100","40","0","40","0","0","0","0","0","12","0",100,100,"0.5","3.5","N/A","none","0","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0",3,100,0,3,"4","0","0",".08",".08","WWTP same agency","Gateway of the Americas 99-042 CS","7sso10526",1,"No"," "," "," ",0,0,0,0,NA
"7","7SSO10527","Active","10/06/2022","Municipal (Public)","6,900","1,010,800","103,000","1",4,"2","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"38","100","38","0","16","0","8","0","0","0","0","0",100,100,"0.1","26","10","none","0","1718","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","32","0","0","52","3",3,100,3,3,"0","2.0","0",".6",".6","WWTP same agency","Heber Public Utility DIstrict WWTP","7A130104011",1,"No"," "," "," ",0,0,0,0,NA
"7","7SSO10528","Historical","05/09/2023","Municipal (Public)","6,034","949,022","250,745","1",8,"2","1","1","0","2","0","0","0","0","0","1","0","0",2,1,"10","25","30","75","60","0","0","0","0","0","0","0",100,100,"1","17","8","lower","4","1372","0","0","0","0","0","0","0","0","0","47","0","0","47","0","0","1","0","2","1","0","1","4","0",0,100,0,3,"1","1","1","500,000","700,000","WWTP same agency","Holtville Waste Water Plant","7A130150011",1,"No","No","na","na",1,0,0,0,NA
"7","7SSO10530","Active","03/21/2023","Municipal (Public)","400","68,000","1,000","1",2,"0","1","2","0","0","0","0","0","0","0","0","0","0",0,0,"75","0","20","0","5","0","0","0","0","0","0","0",100,0,"0","3.1","0","none","0","230","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0",0,100,0,0,"0","0","0",".025",".025","WWTP same agency","RIVERSIDE COUNTY LAKE TAMARISK","7A330118022",1,"No"," "," "," ",0,0,0,0,NA
"7","7SSO10531","Historical","08/03/2022","Municipal (Public)","4,847","1,039,561","25,000","0",1,"1","1","1","0","0","0","0","0","0","0","0","0","0",1,0,"5","100","70","0","20","0","2","0","0","0","3","0",100,100,"3.6","19.2","19","none","0","1569","0","0","0","0","0","0","0","0","0","0","0","0","70","0","0","10","0","0","10","0","67","10","2",4,100,2,71,"0","12","0.1",".3",".3","WWTP same agency","Needles WWTP","7361024248",1,"No"," "," "," ",0,0,0,0,NA
"7","7SSO10532","Historical","05/09/2018","Municipal (Public)","1,287","325,000","0","2",1,"1","1","0","0","0","0","0","0","0","0","0","0","0",1,0,"0","0","0","0","100","0","0","0","0","0","0","0",100,0,"0","12","0","upperLower","0","545","0","0","0","0","0","0","0","0","0","0","0","0","95","0","0","3","0","0","2","0","0","0","0",0,100,0,0,"1","0","0","0.065","0.120","WWTP same agency","Niland Sanitary District WWTP","R7-2014-0001",2,"No"," "," "," ",0,0,0,0,NA
"7","7SSO10535","Active","11/09/2022","Municipal (Public)","236,965","54,173,466","35,161,876","13",11,"4","4","5","3","0","0","7","3","0","1","1","0","0",1,0,"1","4","73","4","19","91","6","1","1","0.1","0","0",100,100,"70.34","1,164.70","444","none","0","94937","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","6","4","60","3","1","38","9",5,100,18,10,"0","256.64","82.84","16.66","21.17","WWTP same agency","Water Reclamation Plant #4   7A","330105091",4,"No"," "," "," ",0,8,16,2,NA
"7","7SSO10536","Active","07/05/2023","Municipal (Public)","45,912","834,996","1,575,000","1",10,"1","3","3","2","0","1","0","1","0","1","0","0","0",4,0,"3","0","71","0","18","0","6","0","2","0","0","0",100,0,"3","262","429","none","0","28470","0","0","0","0","0","0","0","0","0","2","0","0","40","0","0","30","0","3","14","2","0","14","0",0,100,2,3,"0","179","36","4.6","21","WWTP same agency","City of Palm Springs","7SSO10536",1,"No"," "," "," ",0,0,0,4,NA
"7","7SSO10538","Active","10/11/2022","Municipal (Public)","4,745","1,730,450","158,000","2",3,"1","1","0","2","0","0","1","0","0","0","0","0","0",3,1,"70","25","25","5","5","70","0","0","0","0","0","0",100,100,"6","340","5.3","none","0","1867","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","4","5","0","0","5","20","1",3,100,5,13,"0","80","7",".250",".280","WWTP same agency","Thomas R. Cannell WWTP","7A130117001",2,"No"," "," "," ",0,0,0,0,NA
"7","7SSO10540","Active","11/10/2022","Municipal (Public)","88,488","983,201","10,212,007","5",10,"3","1","3","6","4","1","2","0","0","0","2","1","0",0,0,"1","41","73","59","22","0","3","0","1","0","0","0",100,100,"0.1","254","270","none","0","28478","0","0","0","0","0","0","0","0","0","1","0","0","11","0","0","20","0","2","22","0","0","46","1",1,100,1,3,"0.4","123","35","5.7","10.2","WWTP same agency","Valley SD WWTP","7A33012202",1,"No"," "," "," ",0,6,0,8,NA
"7","7SSO10541","Active","11/30/2022","Municipal (Public)","2,240","275,823","255,307","0",3,"1","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"20","0","65","0","15","100","0","0","0","0","0","0",100,100,"1/16","6.8","5.15","none","0","485","0","0","0","2","0","0","3","0","0","30","0","0","20","0","0","20","0","0","20","0","0","5","1",0,100,1,0,"0","2","0.5",".190",".200","WWTP same agency","City of Westmorland WWTP","7A 13 0112 012",1,"No"," "," "," ",0,0,0,0,NA
"7","7SSO11186","Active","06/21/2022","Prison","3,200","80,000","50,000","0",8,"3","2","0","0","0","0","0","0","0","0","0","0","0",0,0,"50","0","30","0","20","100","0","0","0","0","0","0",100,100,"1","4","1","upperLower","1","337","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0",0,100,0,0,"0","0.2","0.0","425,000","470,000","WWTP other agency","City of Calipatria","N/A",1,"No"," "," "," ",0,0,0,0,NA
"7","7SSO11187","Active","06/03/2022","Prison","4,153","75,000","75,000","0",12,"5","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"8","0","42","0","50","0","0","0","0","0","0","0",100,0,"0","2.5","1","upperLower","1","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","0","0","10","1",0,100,1,0,"0","0.2","0",".386",".569","WWTP same agency","Centinela State Prison",NA,1,"No"," "," "," ",0,0,0,0,NA
"7","7SSO11189","Active","04/05/2023","Prison","2,600","267,116","121,429","0",5,"1","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"5","0","85","0","10","100","0","0","0","0","0","0",100,100,"1","2.3","2","upperLower","2","104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","2","0","0","0",0,100,2,0,"0","3","0","0.40","0.52","WWTP same agency","Chuckawalla Valley State Prison","7B330809001",1,"No"," "," "," ",0,0,0,0,NA
"7","7SSO11194","Active","04/12/2023","Prison","3,045","50,000","50,000","700",8,"4","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"20","0","20","0","50","100","10","0","0","0","0","0",100,100,"1","3.0","0.6","upperLower","0.6","2232","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","100","0","0",0,100,0,100,"0","0.2","0","0.5","0.5","WWTP same agency","CVSP/ISP","7A33008090001",1,"No"," "," "," ",0,0,0,0,NA
